宝盛北里三居室，高楼层，电梯直达，满五年唯一,宝盛北里,清河,3室1厅 ,140.25, 南 北 , 精装 ,9, 2004年 , 板楼,89, 3个月以前发布,9600000.0,"68,450元/平",VR房源 房本满五年 
五号院一层小两居 满五年唯一 看房随时 交通便利,小营东路5号院,清河,2室1厅 ,50.9, 南 北 , 其他 ,5, 1980年 , 板楼,5, 9个月以前发布,4600000.0,"90,374元/平",近地铁 VR看装修 房本满五年 随时看房 
清河砂轮厂宿舍 中间层两居室 视野开阔，配套齐全,砂轮厂宿舍,清河,2室1厅 ,62.17, 南 , 简装 ,7, 1998年 , 板楼,7, 9个月以前发布,4400000.0,"70,774元/平",VR看装修 房本满两年 
力度家园 2室2厅 东 西,力度家园,清河,2室2厅 ,112.34, 东 西 , 精装 ,14, 2004年 , 板楼,13, 6个月以前发布,8600000.0,"76,554元/平",近地铁 VR看装修 房本满五年 
中央财经大学家属楼南北朝向两居，不临街，位置安静。,中央财经大学家属楼,清河,2室1厅 ,62.6, 南 北 , 简装 ,6, 1993年 , 板楼,28, 10个月以前发布,5500000.0,"87,860元/平",近地铁 VR看装修 房本满五年 
公交党校宿舍，满五年唯一，南北通透两居室,公交党校宿舍,清河,2室1厅 ,49.44, 北 南 , 简装 ,5, 1982年 , 板楼,16, 7个月以前发布,4070000.0,"82,323元/平",近地铁 VR房源 房本满五年 
前屯路57号院 南北通透 无遮挡两居室,前屯路57号院,清河,2室1厅 ,52.7, 南 北 , 简装 ,6, 1982年 , 板楼,3, 9个月以前发布,4300000.0,"81,594元/平",近地铁 VR房源 房本满五年 
清河福美苑 南北通透 带电梯 高楼层,福美苑,清河,3室1厅 ,89.72, 南 北 , 简装 ,15, 2012年 , 板楼,24, 5个月以前发布,6300000.0,"70,219元/平",近地铁 VR房源 房本满五年 
加气混凝土厂宿舍 南北通透 小区中间位置,加气混凝土厂宿舍,清河,2室1厅 ,57.1, 南 北 , 精装 ,5, 1981年 , 板楼,2, 4个月以前发布,4500000.0,"78,810元/平",VR看装修 房本满五年 
观景园两居室，南北通透，满五年唯一，精装修。,观景园,清河,2室1厅 ,91.44, 南 北 , 精装 ,6, 2011年 , 板楼,109, 一年前发布,8150000.0,"89,130元/平",VR看装修 房本满五年 
加气混凝土厂宿舍满五年唯一房子在小区中间位置有车位,加气混凝土厂宿舍,清河,2室1厅 ,57.8, 西南 , 简装 ,6, 1989年 , 板楼,21, 10个月以前发布,3780000.0,"65,398元/平",近地铁 VR看装修 房本满两年 
小营东路5号院 正南向一居 有电梯 靠谱签约,小营东路5号院,清河,1室1厅 ,42.6, 南 , 简装 ,5, 1985年 , 板楼,77, 一年前发布,3350000.0,"78,639元/平",近地铁 VR看装修 房本满两年 
海淀观景园 奥森旁 南北双通透两居 精装修 满五唯一,观景园,清河,2室1厅 ,90.62, 南 北 , 精装 ,6, 2008年 , 板楼,20, 5个月以前发布,7280000.0,"80,336元/平",VR房源 房本满五年 
621小区 满五唯一 全南向采光充足  正规两居室,621小区,清河,2室1厅 ,58.1, 南 , 精装 ,6, 1990年 , 塔楼,2, 4个月以前发布,5450000.0,"93,804元/平",近地铁 VR看装修 房本满五年 
毛纺厂南小区，精装修，南北通透，两居室，采光充足,毛纺厂南小区,清河,2室1厅 ,60.0, 南 北 , 其他 ,6, 1987年 , 板楼,5, 6个月以前发布,4680000.0,"78,000元/平",近地铁 VR房源 房本满五年 
中间层 通透户型 位置安静稳定签约,毛纺厂西小区,清河,2室1厅 ,57.0, 东 西 , 简装 ,6, 1988年 , 板楼,4, 11个月以前发布,5130000.0,"90,000元/平",近地铁 VR房源 房本满五年 
宝盛里 低楼层明卫三居室满五年唯一商品房,宝盛里,清河,3室1厅 ,86.67, 西南 北 , 简装 ,6, 2001年 , 板楼,15, 11个月以前发布,6550000.0,"75,575元/平",VR房源 房本满五年 
观景园全明格局一居室，附近公园环抱，小区楼龄新,观景园,清河,1室1厅 ,66.79, 东北 , 精装 ,6, 2008年 , 板楼,3, 4个月以前发布,5800000.0,"86,840元/平",VR看装修 房本满两年 
永泰精装两居室  全明格局  满五唯一,北京机械学院家属楼,清河,2室1厅 ,77.2, 西 , 精装 ,9, 1999年 , 板塔结合,45, 5个月以前发布,4780000.0,"61,918元/平",近地铁 VR看装修 房本满五年 
宝盛西里边户中间位置不临街，无遮挡采光好,宝盛里,清河,2室1厅 ,68.77, 南 北 , 简装 ,6, 2001年 , 板楼,52, 6个月以前发布,4800000.0,"69,798元/平",VR看装修 房本满五年 
芳清园小区 商品房 电梯一居室 奥森公园,芳清园,清河,1室1厅 ,77.85, 西 , 其他 ,9, 2007年 , 板楼,8, 7个月以前发布,5970000.0,"76,686元/平",VR看装修 房本满五年 
观澳园 精装两居 视野开阔 采光充足,观澳园,清河,1室1厅 ,76.1, 南 北 , 精装 ,5, 2005年 , 板楼,2, 4个月以前发布,5900000.0,"77,530元/平",VR看装修 房本满五年 
水木天成大两居  高楼层采光好视野开阔  满5年唯一,水木天成,清河,2室2厅 ,106.0, 西南 , 精装 ,26, 2006年 , 板楼,23, 6个月以前发布,7880000.0,"74,340元/平",VR看装修 房本满五年 
宝盛里芳清园精装一居室 看房方便,芳清园,清河,1室1厅 ,78.08, 西 , 精装 ,9, 2007年 , 板楼,4, 7个月以前发布,5950000.0,"76,204元/平",VR看装修 房本满五年 
永泰庄甲6号院 南向两居室 满五唯一 随时签约,永泰庄甲6号院,清河,2室1厅 ,54.8, 南 东 , 简装 ,6, 1986年 , 板楼,14, 5个月以前发布,3290000.0,"60,037元/平",近地铁 VR房源 房本满五年 
海淀清河芳清园两居室满五唯一，位置好安静不临街。,芳清园,清河,2室1厅 ,106.3, 南 北 , 其他 ,8, 2007年 , 板楼,31, 一年前发布,9200000.0,"86,548元/平",VR看装修 房本满五年 
观澳园小区 中间层 不临街 两居室,观澳园,清河,2室1厅 ,85.07, 东北 , 其他 ,5, 2005年 , 板楼,8, 7个月以前发布,7400000.0,"86,988元/平",VR看装修 房本满五年 
西三旗永泰中路23号，双卧朝南，一层采光无遮挡,永泰中路23号,清河,2室2厅 ,108.69, 南 北 , 其他 ,6, 2002年 , 板楼,18, 一年前发布,7600000.0,"69,924元/平",近地铁 VR房源 房本满两年 
清景园 东西通透一居室，精装修，满五年,清景园,清河,1室1厅 ,83.11, 东 西 , 简装 ,27, 2006年 , 板楼,10, 10个月以前发布,5660000.0,"68,103元/平",近地铁 VR看装修 房本满五年 
宝盛里小区 南向一居室 低楼层,宝盛里,清河,1室1厅 ,55.5, 南 , 简装 ,6, 1998年 , 板楼,13, 6个月以前发布,4090000.0,"73,694元/平",VR看装修 房本满五年 
永泰东里，南北两居，南北阳台，满二年，看房方便,永泰东里,清河,2室1厅 ,61.17, 南 北 , 简装 ,6, 1996年 , 板楼,43, 10个月以前发布,3700000.0,"60,488元/平",近地铁 VR看装修 房本满两年 
永泰东里 满五唯一商品房 南北通透 诚意出售 靠谱签约,永泰东里,清河,2室1厅 ,82.6, 南 北 , 简装 ,6, 1996年 , 板楼,52, 一年前发布,5400000.0,"65,376元/平",VR房源 房本满五年 
永泰东里 满五唯一 中间楼层 南北通透 看房方便,永泰东里,清河,2室1厅 ,61.02, 南 北 , 简装 ,6, 1996年 , 板楼,15, 9个月以前发布,4600000.0,"75,386元/平",近地铁 VR看装修 房本满五年 
怡清园 满五唯一商品房 中高楼层 不临马路 靠谱签约,怡清园,清河,2室1厅 ,117.54, 南 , 简装 ,15, 2003年 , 板塔结合,25, 一年前发布,7150000.0,"60,831元/平",近地铁 VR看装修 房本满五年 
永泰东里两居，新风系统南北阳台，婚房精装看房方便,永泰东里,清河,2室1厅 ,60.0, 南 北 , 其他 ,6, 1998年 , 板楼,22, 一年前发布,4680000.0,"78,000元/平",VR看装修 房本满五年 
清河永泰小区东里中间楼层1居朝南,永泰东里,清河,1室1厅 ,47.12, 南 , 毛坯 ,6, 1994年 , 板楼,6, 5个月以前发布,3780000.0,"80,221元/平",近地铁 VR看装修 房本满五年 
海淀清河公交党校宿舍低楼层南北通透精装两居室！！！,公交党校宿舍,清河,2室1厅 ,53.39, 南 北 , 精装 ,5, 1982年 , 板楼,12, 8个月以前发布,4360000.0,"81,664元/平",近地铁 VR看装修 房本满五年 
卫生局宿舍 2室1厅 南 北,卫生局宿舍,清河,2室1厅 ,72.81, 南 北 , 简装 ,6, 2000年 , 板楼,10, 4个月以前发布,5060000.0,"69,496元/平",近地铁 VR看装修 随时看房 
永泰西里，明厅户型，中间楼层，精装修,永泰西里,清河,2室1厅 ,65.4, 南 北 , 精装 ,7, 1995年 , 板楼,59, 一年前发布,5850000.0,"89,450元/平",近地铁 VR看装修 房本满五年 
学府树家园五区 两居室 高楼层 精装修 保养好,橡树湾三期,清河,2室1厅 ,86.66, 西 , 精装 ,16, 2011年 , 板塔结合,8, 7个月以前发布,11330000.0,"130,741元/平",近地铁 VR看装修 房本满五年 
621小区 2室1厅 东北,621小区,清河,2室1厅 ,58.1, 东北 , 其他 ,6, 1990年 , 塔楼,1, 4个月以前发布,5490000.0,"94,493元/平",近地铁 VR看装修 房本满五年 
海淀清河永泰西里精装修南北向两居室,永泰西里,清河,2室1厅 ,58.6, 南 北 , 精装 ,6, 1993年 , 板楼,20, 5个月以前发布,4390000.0,"74,915元/平",近地铁 VR房源 房本满两年 
观景园中间层精装修，全明户型两居室，业主诚意出售,观景园,清河,2室1厅 ,85.75, 东南 , 精装 ,6, 2008年 , 板楼,15, 4个月以前发布,7750000.0,"90,380元/平",VR看装修 房本满五年 
永泰园双地铁小区 高楼层落地窗户 满五年唯一 无抵押,永泰园新地标,清河,2室1厅 ,86.77, 北 , 简装 ,17, 2002年 , 塔楼,73, 5个月以前发布,4990000.0,"57,509元/平",VR房源 房本满五年 
复式三居两卫两厅书房   海淀清河 奥森北 板楼社区,观澳园,清河,3室2厅 ,124.91, 南 北 , 简装 ,7, 2005年 , 板楼,50, 11个月以前发布,8500000.0,"68,049元/平",VR房源 房本满五年 
永泰园 精装修 低楼层两居室 诚心卖,永泰园,清河,2室1厅 ,59.3, 南 , 精装 ,6, 1998年 , 板楼,9, 11个月以前发布,4800000.0,"80,945元/平",近地铁 VR看装修 房本满两年 
永泰园03年小区，板楼，楼道有瓷砖。,永泰园,清河,2室1厅 ,70.91, 西北 , 其他 ,6, 2003年 , 板楼,16, 4个月以前发布,4890000.0,"68,961元/平",近地铁 VR看装修 房本满两年 随时看房 
永泰园满五年唯一住房，中间楼层全明三居，南北通透,永泰园,清河,3室1厅 ,87.72, 南 北 , 简装 ,6, 2000年 , 板楼,38, 一年前发布,6950000.0,"79,230元/平",近地铁 VR房源 房本满五年 
美欣家园三居商品房南北通透满五年唯一地铁小营桥站,美欣家园,清河,3室2厅 ,141.52, 南 北 , 简装 ,15, 2003年 , 板楼,34, 一年前发布,9700000.0,"68,542元/平",近地铁 VR看装修 房本满五年 
清缘东里精装LOFT，电梯直达，可拎包入住,清缘东里,清河,1室1厅 ,34.25, 东 , 精装 ,19, 2003年 , 塔楼,17, 10个月以前发布,4790000.0,"139,855元/平",近地铁 VR房源 房本满两年 
观澳园小区 中间层  南北通透  客厅朝南带阳台,观澳园,清河,2室1厅 ,103.38, 南 北 , 精装 ,7, 2005年 , 板楼,14, 6个月以前发布,8250000.0,"79,803元/平",VR看装修 房本满五年 
莱圳家园三期2012年商品房二居南北向满五年唯一地铁近,莱圳家园,清河,2室1厅 ,79.67, 南 北 , 精装 ,16, 2012年 , 板楼,28, 9个月以前发布,7500000.0,"94,139元/平",近地铁 VR看装修 房本满五年 
毛南小区 明厅格局 精装修 楼龄新,毛纺厂南小区,清河,2室1厅 ,60.0, 南 北 , 其他 ,6, 1994年 , 板楼,11, 10个月以前发布,4570000.0,"76,167元/平",VR看装修 房本满五年 
水木天成  满五年商品房 靠谱签约,水木天成,清河,2室2厅 ,108.74, 东南 , 精装 ,6, 2005年 , 板楼,35, 一年前发布,8100000.0,"74,490元/平",近地铁 VR看装修 房本满五年 
毛纺厂西小区 原始三居更为两居加客厅明窗,毛纺厂西小区,清河,3室1厅 ,59.6, 南 北 , 简装 ,6, 1981年 , 板楼,8, 11个月以前发布,5500000.0,"92,282元/平",VR房源 房本满五年 
加气混凝土厂宿舍 中间楼层 满五唯一商品房 采光好,加气混凝土厂宿舍,清河,2室1厅 ,57.8, 东南 , 简装 ,6, 1989年 , 板楼,9, 一年前发布,4900000.0,"84,776元/平",近地铁 VR看装修 房本满五年 
前屯路57号院 中间层 满五年，毛坯小三居,前屯路57号院,清河,3室0厅 ,56.4, 南 北 , 毛坯 ,6, 1982年 , 板楼,19, 一年前发布,4060000.0,"71,986元/平",近地铁 VR看装修 房本满五年 
小营东路6号院 2室1厅 南 北,小营东路6号院,清河,2室1厅 ,58.6, 南 北 , 精装 ,6, 1993年 , 板楼,17, 4个月以前发布,4600000.0,"78,499元/平",近地铁 VR看装修 房本满五年 
清河  商品房 电梯南北大三居,君安家园东区,清河,3室1厅 ,143.76, 南 北 , 简装 ,19, 2005年 , 塔楼,44, 一年前发布,9900000.0,"68,865元/平",VR看装修 房本满五年 
诚意出售 力度家园 宽敞的一室一厅 满五唯一 视野开阔,力度家园,清河,1室1厅 ,68.65, 东 , 简装 ,21, 2004年 , 板塔结合,5, 9个月以前发布,5390000.0,"78,515元/平",近地铁 VR看装修 房本满五年 
莱圳家园三期，南北通透满五年，地铁西小口站近,莱圳家园,清河,2室1厅 ,79.8, 南 北 , 简装 ,16, 2012年 , 板楼,31, 6个月以前发布,8600000.0,"107,770元/平",近地铁 VR看装修 房本满两年 
621小区  正规两居室  户型方正 诚意出售  随时签约,621小区,清河,2室1厅 ,54.2, 南 , 简装 ,6, 1993年 , 板楼,2, 5个月以前发布,4870000.0,"89,853元/平",近地铁 VR房源 房本满五年 
橡树湾四期精装东西通透二居采光好视野好,橡树湾四期,清河,2室1厅 ,94.94, 东 西 , 精装 ,20, 2013年 , 板楼,10, 9个月以前发布,12850000.0,"135,349元/平",VR看装修 房本满五年 
永泰庄路甲6号院实用型两居室。,永泰庄甲6号院,清河,2室1厅 ,55.3, 东 西 , 简装 ,6, 1991年 , 板楼,14, 5个月以前发布,3750000.0,"67,812元/平",近地铁 VR看装修 房本满五年 
前屯路57号院，眼睛小两居，刚需上车优质房,前屯路57号院,清河,2室1厅 ,50.6, 南 , 简装 ,6, 1982年 , 板楼,17, 一年前发布,3700000.0,"73,123元/平",近地铁 VR看装修 房本满五年 
永泰西里低楼层正规南北两居室精装修,永泰西里,清河,2室1厅 ,58.0, 南 北 , 精装 ,6, 1993年 , 板楼,25, 10个月以前发布,4680000.0,"80,690元/平",近地铁 VR看装修 房本满五年 
前屯路58号院正规两居室 户型方正 看房方便,前屯路58号院,清河,2室1厅 ,59.4, 西北 , 简装 ,5, 1995年 , 板楼,9, 7个月以前发布,4300000.0,"72,391元/平",近地铁 VR房源 房本满五年 
621小区 一层 南北通透 两居室 出行方便,621小区,清河,2室1厅 ,49.9, 南 北 , 简装 ,6, 1993年 , 板楼,2, 4个月以前发布,5200000.0,"104,209元/平",近地铁 VR看装修 房本满五年 
带电梯，南北向，采光很好，视野很好。,金隅美和园,清河,1室1厅 ,47.73, 南 北 , 精装 ,9, 2008年 , 板楼,40, 一年前发布,4480000.0,"93,862元/平",近地铁 VR房源 房本满五年 
毛纺厂南小区 中间楼层，两居室 精装修可拎包入住,毛纺厂南小区,清河,2室1厅 ,47.1, 南 西 北 , 精装 ,6, 1988年 , 板塔结合,54, 9个月以前发布,4080000.0,"86,625元/平",近地铁 VR看装修 房本满两年 
长城润滑油家属楼满五唯一，不临街，小区中间位置,621小区,清河,2室1厅 ,53.6, 南 , 简装 ,6, 1980年 , 板楼,8, 10个月以前发布,5050000.0,"94,217元/平",近地铁 VR看装修 房本满五年 
宝盛北里西区南北通透户型方正明厨明卫,宝盛北里,清河,1室1厅 ,66.93, 南 北 , 简装 ,9, 2002年 , 板楼,11, 10个月以前发布,5000000.0,"74,705元/平",VR看装修 房本满五年 
永泰西里中间层南向一居室靠谱出售,永泰西里,清河,1室1厅 ,46.39, 南 , 简装 ,6, 1996年 , 板楼,16, 一年前发布,4000000.0,"86,226元/平",近地铁 VR房源 房本满两年 
海淀区清河 中间层二居室 南北通透 双地铁 1995年,公交党校宿舍,清河,2室1厅 ,67.81, 南 北 , 精装 ,6, 1991年 , 板楼,9, 7个月以前发布,5800000.0,"85,534元/平",近地铁 VR看装修 房本满五年 
福美苑 3室1厅 南 北,福美苑,清河,3室1厅 ,89.72, 南 北 , 精装 ,15, 2012年 , 板楼,29, 8个月以前发布,6950000.0,"77,464元/平",近地铁 VR看装修 房本满五年 
加气混凝土厂宿舍 实用两居室 满五年 光线好,加气混凝土厂宿舍,清河,2室1厅 ,60.5, 东北 , 精装 ,6, 1989年 , 板楼,11, 一年前发布,4900000.0,"80,992元/平",近地铁 VR看装修 房本满五年 
橡树湾三期 2室1厅 西,橡树湾三期,清河,2室1厅 ,90.25, 西 , 精装 ,18, 2011年 , 板塔结合,4, 5个月以前发布,11500000.0,"127,424元/平",近地铁 VR看装修 房本满两年 
清缘里 电梯直达 两居室 大阳台  满五唯一  看房方便,清缘里中区,清河,2室1厅 ,86.69, 东南 北 , 简装 ,13, 1999年 , 板塔结合,4, 3个月以前发布,6000000.0,"69,213元/平",近地铁 VR看装修 
加气混凝土厂宿舍 东南北通透三居室 三面采光  诚意卖,加气混凝土厂宿舍,清河,3室1厅 ,60.0, 东 南 北 , 简装 ,5, 1981年 , 板楼,4, 9个月以前发布,4890000.0,"81,500元/平",VR看装修 房本满两年 
美和园东区 满五年唯一两居室  南向采光充足,金隅美和园东区,清河,2室1厅 ,80.53, 南 , 简装 ,6, 2009年 , 板楼,47, 一年前发布,6290000.0,"78,108元/平",近地铁 VR看装修 房本满五年 
观景园小区 满五唯一 东西通透 采光充足 位置优良,观景园,清河,2室1厅 ,94.79, 东 西 , 精装 ,6, 2011年 , 板楼,12, 一年前发布,7850000.0,"82,815元/平",VR看装修 房本满五年 
清河永泰西里 满五唯一 中间层 客厅朝南 装修好 诚售,永泰西里,清河,2室1厅 ,65.1, 南 北 , 其他 ,7, 1995年 , 板楼,12, 7个月以前发布,5420000.0,"83,257元/平",近地铁 VR看装修 房本满五年 
