麓景嘉园北里 2室1厅 东 西,麓景嘉园北里,海淀其它,2室1厅 ,84.71, 东 西 , 精装 ,6, 2015年 , 板楼,32, 4个月以前发布,3000000.0,"35,415元/平",VR看装修 房本满五年 随时看房 
知春路蓟门北里 一层南北通透两居室 使用面积大,蓟门北里,知春路,2室1厅 ,52.9, 南 北 , 简装 ,6, 1988年 , 板楼,14, 3个月以前发布,4990000.0,"94,329元/平",近地铁 VR看装修 
新康园两居两卫 小区中间位置 中间楼层 靠谱出售,新康园,西三旗,2室1厅 ,117.92, 西北 南 , 简装 ,24, 2002年 , 塔楼,53, 5个月以前发布,5650000.0,"47,914元/平",近地铁 VR看装修 房本满五年 
紫竹桥区域 总 价  电梯两居室 紫竹院小区 紫竹院一号,紫竹院小区,紫竹桥,3室1厅 ,56.2, 西北 , 简装 ,16, 1984年 , 塔楼,75, 4个月以前发布,4720000.0,"83,986元/平",近地铁 VR看装修 房本满五年 
假期可看 怡清园，近地铁，带电梯大两居,怡清园,清河,2室1厅 ,111.11, 西 , 精装 ,15, 2003年 , 板塔结合,19, 4个月以前发布,6400000.0,"57,601元/平",近地铁 VR房源 房本满五年 
富润家园 不临街 中间层 东向 满五年唯一 视野佳,富润家园,学院路,1室1厅 ,51.0, 东南 , 精装 ,18, 2000年 , 塔楼,15, 4个月以前发布,4750000.0,"93,138元/平",近地铁 VR看装修 房本满五年 
小区楼龄新 南北一居室 户型好 诚心出售,富力桃园A区,西三旗,1室1厅 ,67.25, 南 北 , 精装 ,9, 2008年 , 板楼,15, 3个月以前发布,5210000.0,"77,473元/平",VR看装修 房本满五年 随时看房 
小南庄社区 东向一居室  户型方正 位置安静 光线好,小南庄社区,苏州桥,1室1厅 ,45.57, 东 , 精装 ,6, 1995年 , 板楼,7, 4个月以前发布,2850000.0,"62,542元/平",近地铁 VR房源 房本满两年 随时看房 
海淀四环内 近地铁 电梯房 中楼层 视野采光佳,安装宿舍,定慧寺,1室0厅 ,43.2, 南 , 简装 ,16, 1989年 , 塔楼,11, 4个月以前发布,3460000.0,"80,093元/平",近地铁 VR房源 房本满五年 随时看房 
裕禧隆园 中楼层 朝南一居 全明格局 看房方便,裕隆新村,马连洼,1室1厅 ,64.05, 南 , 精装 ,6, 2009年 , 板楼,1, 4个月以前发布,5650000.0,"88,213元/平",VR看装修 房本满五年 随时看房 
怡美家园  精装修   南北  南边正对大花园,怡美家园,上地,2室1厅 ,87.22, 南 北 , 精装 ,12, 2002年 , 板楼,70, 一年前发布,8990000.0,"103,073元/平",近地铁 VR房源 房本满五年 
夏霖园满五唯一南向一居中间楼层,夏霖园,西北旺,1室1厅 ,55.24, 南 , 简装 ,6, 2003年 , 板楼,18, 11个月以前发布,5450000.0,"98,661元/平",近地铁 VR看装修 房本满五年 
店长力荐：人车分流 满五唯一 精装修 正规一室一厅,今典花园,小西天,1室1厅 ,59.38, 西南 , 精装 ,26, 1999年 , 塔楼,35, 6个月以前发布,5260000.0,"88,583元/平",VR看装修 房本满五年 
大河庄苑 1室1厅 东,大河庄苑,苏州桥,1室1厅 ,74.48, 东 , 简装 ,18, 2004年 , 板楼,24, 5个月以前发布,6700000.0,"89,958元/平",近地铁 VR房源 房本满五年 
西直门金融街 北邮 交大 物资局 停车方便,明光村小区,小西天,1室1厅 ,43.7, 南 , 简装 ,18, 1992年 , 塔楼,24, 4个月以前发布,3680000.0,"84,211元/平",VR看装修 房本满五年 随时看房 
小南庄社区 优质好房 诚心出售 南北通透 户型方正,小南庄社区,苏州桥,1室1厅 ,56.74, 南 北 , 简装 ,6, 1995年 , 板楼,2, 9个月以前发布,3980000.0,"70,145元/平",近地铁 VR房源 房本满两年 
金隅美和园 优质南北向正规一居室,金隅美和园,清河,1室1厅 ,49.85, 南 北 , 精装 ,9, 2008年 , 板楼,39, 一年前发布,4000000.0,"80,241元/平",近地铁 VR看装修 房本满五年 
此房满五年，精装修，小户型，价格可谈,芙蓉里,圆明园,1室1厅 ,43.2, 西 , 精装 ,15, 1986年 , 板塔结合,22, 9个月以前发布,3900000.0,"90,278元/平",近地铁 VR看装修 房本满五年 
兰德华庭地铁口 满五唯一，全明格局两居室,兰德华庭,田村,2室1厅 ,88.75, 东 北 , 精装 ,13, 2004年 , 板楼,35, 6个月以前发布,7200000.0,"81,127元/平",近地铁 VR看装修 房本满五年 
海淀南路36号 纽约客LOFT 70年产权 观景房，近地铁,纽约客,苏州桥,1室1厅 ,58.21, 西 , 精装 ,15, 2007年 , 塔楼,4, 6个月以前发布,5490000.0,"94,314元/平",近地铁 VR房源 房本满五年 
此房满五年唯一，南北通透格局好，前后没遮挡,金庄1号院,四季青,2室1厅 ,77.7, 南 北 , 简装 ,6, 1998年 , 板楼,14, 5个月以前发布,6980000.0,"89,833元/平",VR房源 房本满五年 
中关村芙蓉里一居室 看房随时 随时签约,芙蓉里,圆明园,1室1厅 ,43.2, 东 , 精装 ,15, 1986年 , 板塔结合,15, 11个月以前发布,4200000.0,"97,223元/平",近地铁 VR房源 房本满五年 
双榆树北路 朝南一居室精装修业主诚心出售！,双榆树北路,双榆树,1室1厅 ,42.3, 南 , 精装 ,6, 1988年 , 板楼,8, 7个月以前发布,4600000.0,"108,748元/平",VR看装修 房本满两年 
城华园 总价合适 一居室 南向 彩光好,城华园,学院路,1室1厅 ,48.39, 南 , 简装 ,27, 2002年 , 塔楼,38, 5个月以前发布,3560000.0,"73,569元/平",近地铁 VR看装修 房本满五年 随时看房 
满五年唯一，朝南向一居室，诚心出售,海淀南路,苏州桥,1室1厅 ,44.9, 南 , 精装 ,16, 1984年 , 塔楼,59, 一年前发布,5200000.0,"115,813元/平",近地铁 VR看装修 房本满五年 
621小区 满五年 随时可看 可签 两居室,621小区,清河,2室1厅 ,54.1, 南 北 , 精装 ,6, 1993年 , 板楼,7, 4个月以前发布,4200000.0,"77,635元/平",近地铁 VR看装修 房本满五年 
学院路 满五年唯一 精装修不临街 中间层采光好  优质,逸成东苑,学院路,2室1厅 ,65.17, 西 , 精装 ,10, 2003年 , 板楼,45, 5个月以前发布,6100000.0,"93,602元/平",近地铁 VR看装修 房本满五年 随时看房 
强佑清河新城府学上院 2018年房龄 经典格局 视野开阔,强佑清河新城府学上院,清河,2室1厅 ,93.16, 南 , 精装 ,24, 2020年 , 板塔结合,73, 4个月以前发布,8500000.0,"91,241元/平",近地铁 VR看装修 随时看房 
海淀清河 观林园 电梯三居 一梯一户 50万装修,观林园,清河,3室2厅 ,130.78, 南 北 , 精装 ,6, 2011年 , 板楼,152, 8个月以前发布,11900000.0,"90,993元/平",VR房源 房本满两年 随时看房 
香溪度 电梯大复式改善户型 板式院洋房,香溪度,田村,4室3厅 ,220.49, 南 北 , 精装 ,9, 2009年 , 板楼,31, 4个月以前发布,16780000.0,"76,104元/平",VR房源 随时看房 
诚心出售 南向大一居 电梯房，采光好观西山视野好,稻香园,苏州桥,1室1厅 ,56.15, 南 , 其他 ,16, 1992年 , 板塔结合,3, 5个月以前发布,6700000.0,"119,324元/平",VR看装修 房本满五年 随时看房 
北航南门 知春路 带电梯 南向 大客厅 一居室,罗庄西里,知春路,1室1厅 ,60.7, 南 , 精装 ,18, 1998年 , 塔楼,71, 6个月以前发布,4980000.0,"82,043元/平",近地铁 VR房源 房本满五年 
水清木华园 两居室 高楼层 视野好 满五唯一 随时签约,水清木华园,五道口,2室1厅 ,102.27, 西北 , 精装 ,18, 2000年 , 塔楼,11, 一年前发布,11300000.0,"110,492元/平",VR房源 房本满五年 
采光好，满五年，户型好，装修好。,蜂鸟家园,万柳,1室1厅 ,50.09, 西 , 其他 ,9, 2004年 , 板楼,10, 5个月以前发布,6990000.0,"139,549元/平",VR看装修 房本满五年 随时看房 
大泥湾 满五唯一 中间楼层 南北通透 靠谱出售,大泥湾,中关村,2室1厅 ,55.4, 南 北 , 简装 ,6, 1982年 , 板楼,21, 9个月以前发布,6450000.0,"116,426元/平",近地铁 VR房源 房本满五年 随时看房 
军博乔建里小区中间楼层东向大一居,乔建里,军博,1室1厅 ,45.8, 东 , 其他 ,6, 1989年 , 板楼,12, 10个月以前发布,4200000.0,"91,704元/平",近地铁 VR看装修 房本满五年 随时看房 
国家图书馆地铁口 正规一居室 高楼层 视野好 随时看房,中关村南大街40号,白石桥,1室1厅 ,50.7, 西北 , 精装 ,22, 1989年 , 塔楼,8, 5个月以前发布,4650000.0,"91,716元/平",近地铁 VR看装修 房本满五年 随时看房 
满五年家庭在京就此一套住房次顶层采光无遮挡看房随时,西山华府禧园,马连洼,1室1厅 ,42.17, 北 , 简装 ,6, 2008年 , 板楼,19, 4个月以前发布,4150000.0,"98,412元/平",近地铁 VR房源 房本满五年 随时看房 
马甸 牡丹园月季园一居室 有客厅 带电梯 无遮挡,月季园,马甸,1室1厅 ,43.42, 东 , 简装 ,21, 1997年 , 塔楼,69, 5个月以前发布,3920000.0,"90,281元/平",近地铁 VR看装修 房本满五年 随时看房 
芙蓉里一居室满五年家庭就一套精装修,芙蓉里,圆明园,1室1厅 ,43.2, 东 , 精装 ,15, 1986年 , 板塔结合,38, 5个月以前发布,3880000.0,"89,815元/平",近地铁 VR看装修 房本满五年 随时看房 
稻香园西里 电梯房 南向一居 全明格局 落地飘窗,稻香园西里,苏州桥,1室1厅 ,51.7, 东南 , 简装 ,18, 1990年 , 塔楼,9, 7个月以前发布,5000000.0,"96,712元/平",VR看装修 房本满五年 随时看房 
满五年单位分房 单独管理 视野开阔 没有遮挡,知春里,双榆树,2室1厅 ,61.3, 南 北 , 简装 ,6, 1985年 , 板楼,31, 11个月以前发布,6290000.0,"102,611元/平",近地铁 VR房源 房本满五年 随时看房 
知春里精装修一居室，业主急售，出价能谈，满五年唯一,知春里,双榆树,1室1厅 ,40.3, 南 , 精装 ,6, 1985年 , 板楼,12, 4个月以前发布,4480000.0,"111,167元/平",近地铁 VR看装修 房本满五年 随时看房 
上林溪  满五年   全明格局   不临街,上林溪,安宁庄,3室1厅 ,139.93, 南 东 北 , 其他 ,21, 2012年 , 板塔结合,105, 一年前发布,13800000.0,"98,621元/平",VR房源 房本满五年 
莱圳家园对花园高层一居室 房子很优质业主诚售能谈,莱圳家园,清河,1室1厅 ,68.71, 东 , 精装 ,13, 2006年 , 板楼,22, 6个月以前发布,6500000.0,"94,601元/平",近地铁 VR看装修 房本满两年 随时看房 
上第MOMA  满五年  精装修   大三居,上第MOMA,上地,3室2厅 ,151.53, 西北 , 精装 ,10, 2008年 , 板楼,109, 一年前发布,13450000.0,"88,762元/平",近地铁 VR看装修 房本满五年 
东南小区板楼中间层大两居  带电梯 有地下车位 诚意卖,东南小区,中关村,2室1厅 ,97.28, 南 北 , 精装 ,6, 1999年 , 板楼,73, 一年前发布,13600000.0,"139,803元/平",近地铁 VR看装修 房本满五年 
牡丹园金尚嘉园南北通透三居室出售,金尚嘉园,牡丹园,3室2厅 ,153.77, 南 北 , 精装 ,18, 2007年 , 板塔结合,54, 4个月以前发布,18990000.0,"123,497元/平",近地铁 VR房源 房本满五年 随时看房 
橡树湾二期优质小两居，满五唯一，格局好,橡树湾二期,清河,2室1厅 ,72.6, 东 , 精装 ,22, 2008年 , 板塔结合,48, 11个月以前发布,9000000.0,"123,967元/平",近地铁 VR看装修 房本满五年 
增光路 甘家口园林局宿舍楼两居室,甘家口小区,甘家口,2室1厅 ,56.5, 西 北 , 简装 ,9, 1996年 , 板楼,42, 5个月以前发布,4750000.0,"84,071元/平",近地铁 VR看装修 房本满五年 随时看房 
罗庄南里中间楼层南北通透19年精装修,罗庄南里,知春路,2室1厅 ,54.8, 南 北 , 精装 ,6, 1995年 , 板楼,19, 5个月以前发布,5790000.0,"105,657元/平",近地铁 VR看装修 房本满五年 随时看房 
中关村东路 南北通透两居室 精装修拎包入住,中关村东路,双榆树,2室1厅 ,57.5, 南 北 , 精装 ,6, 1985年 , 板楼,42, 5个月以前发布,5880000.0,"102,261元/平",近地铁 VR看装修 房本满五年 随时看房 
海淀产权 馨瑞嘉园 商品房 南北通透 次顶层 带电梯,上庄馨瑞嘉园,海淀北部新区,2室2厅 ,88.58, 南 北 , 简装 ,15, 2013年 , 板楼,26, 9个月以前发布,4000000.0,"45,157元/平",VR看装修 房本满五年 随时看房 
1%服务费 满五年唯一 中间楼层 直通车库 诚意出售,保利西山林语,海淀北部新区,2室1厅 ,90.38, 南 北 , 精装 ,8, 2010年 , 板楼,112, 8个月以前发布,5460000.0,"60,412元/平",VR看装修 房本满五年 随时看房 
东南小区 全明三居 大客厅 满五唯一 中间楼层,东南小区,中关村,3室1厅 ,71.7, 东 南 北 , 精装 ,6, 1983年 , 板楼,52, 一年前发布,11900000.0,"165,970元/平",VR房源 房本满五年 随时看房 
急售 静淑东里 南北通透两居室 满五年唯一 看房随时,静淑东里,学院路,2室2厅 ,78.36, 南 北 , 精装 ,6, 1998年 , 板楼,14, 4个月以前发布,7300000.0,"93,160元/平",近地铁 VR看装修 房本满五年 随时看房 
双榆树小区东里  有电梯 两居有客厅,双榆树东里,双榆树,2室1厅 ,63.4, 东南 , 简装 ,16, 1990年 , 塔楼,35, 一年前发布,5700000.0,"89,906元/平",近地铁 VR看装修 房本满两年 随时看房 
天秀花园澄秀园，精装两居，07年商品房，可观山观景,天秀花园澄秀园,马连洼,2室1厅 ,80.98, 东 西 , 精装 ,6, 2007年 , 板楼,58, 10个月以前发布,5840000.0,"72,117元/平",VR看装修 房本满两年 随时看房 
中国科学院中关村东南小区满五年单位分房,东南小区,中关村,2室1厅 ,61.5, 西北 , 精装 ,16, 1984年 , 板塔结合,33, 6个月以前发布,7100000.0,"115,448元/平",近地铁 VR看装修 房本满五年 随时看房 
羊坊店东路5号院南向一层大两居，使用面积大,羊坊店东路5号院,军博,2室1厅 ,62.1, 南 , 其他 ,6, 1982年 , 板楼,18, 5个月以前发布,6290000.0,"101,289元/平",近地铁 VR房源 房本满两年 随时看房 
中关村东南小区  精装修 全明格局 满五唯一 诚意出售,东南小区,中关村,2室1厅 ,58.9, 南 北 , 精装 ,6, 1983年 , 板楼,41, 8个月以前发布,7660000.0,"130,051元/平",近地铁 VR看装修 房本满五年 
户型好，方便停车，产权清晰，精装修,双榆树东里,双榆树,3室1厅 ,63.1, 南 北 , 精装 ,6, 1981年 , 板楼,19, 一年前发布,7580000.0,"120,127元/平",VR看装修 房本满五年 
新外大街3号院南北通透精装修采光好有车位随时看房,新外大街3号院,小西天,2室2厅 ,63.1, 南 北 , 其他 ,4, 1959年 , 板楼,45, 6个月以前发布,5980000.0,"94,771元/平",近地铁 VR房源 房本满两年 
房子是单位分房 可多贷款，高楼层视野光线好，楼龄新,满庭芳园,双榆树,2室1厅 ,87.4, 东南 , 精装 ,24, 2000年 , 塔楼,40, 4个月以前发布,8990000.0,"102,861元/平",近地铁 VR房源 房本满五年 
小三居，采光无挡，距校园近，满五唯一，超优三居,双榆树东里,双榆树,3室1厅 ,58.3, 东南 北 , 精装 ,6, 1981年 , 板楼,21, 6个月以前发布,6700000.0,"114,923元/平",近地铁 VR看装修 房本满五年 
马连洼梅园甲 满五唯一 精装 三居室,梅园甲,马连洼,3室2厅 ,100.32, 东 南 西 , 精装 ,6, 2000年 , 板楼,42, 5个月以前发布,7600000.0,"75,758元/平",近地铁 VR房源 房本满五年 
西四环五棵松金沟河5号院南北通透小两居室采光好,金沟河5号院,五棵松,2室1厅 ,55.3, 南 北 , 简装 ,6, 1991年 , 板楼,62, 4个月以前发布,3990000.0,"72,152元/平",VR看装修 房本满五年 随时看房 
光大精装3居室，不临街，高层，诚心出售。,光大花园,万柳,3室1厅 ,112.57, 西北 , 精装 ,17, 2000年 , 塔楼,38, 11个月以前发布,14800000.0,"131,474元/平",近地铁 VR看装修 房本满五年 
北京市环保局家属院，车公庄西路14号院，混合结构两居,车公庄西路14号院,甘家口,2室1厅 ,52.7, 东 , 简装 ,5, 1980年 , 板楼,56, 4个月以前发布,4800000.0,"91,082元/平",近地铁 VR看装修 房本满五年 
万寿路西街12号院 全南向 近地铁 满五年唯一,万寿路西街12号院,万寿路,2室1厅 ,60.3, 南 , 精装 ,6, 1996年 , 板楼,27, 5个月以前发布,6180000.0,"102,488元/平",近地铁 VR看装修 房本满五年 
春晖园好三居，南北通透，客厅朝南有大阳台，空间实用,春晖园,西北旺,3室1厅 ,87.82, 南 北 , 简装 ,6, 2004年 , 板楼,53, 9个月以前发布,7500000.0,"85,402元/平",近地铁 VR房源 房本满五年 随时看房 
水清木华园 满五年唯一 全南向两居室 双厅双卫,水清木华园,五道口,2室2厅 ,121.89, 南 , 精装 ,18, 2000年 , 塔楼,43, 一年前发布,14200000.0,"116,499元/平",VR看装修 房本满五年 随时看房 
逸成东苑 满五唯一 东向两居 看房方便 诚意出售,逸成东苑,学院路,2室1厅 ,81.66, 东 , 精装 ,15, 2005年 , 板楼,23, 4个月以前发布,7990000.0,"97,845元/平",VR看装修 房本满五年 
柳林馆近地铁低楼层近玉潭公园生活方便配套齐全,柳林馆,公主坟,2室1厅 ,54.9, 南 , 其他 ,6, 1987年 , 板楼,97, 6个月以前发布,4990000.0,"90,893元/平",近地铁 VR看装修 房本满两年 
知春东里 满五唯一 板楼 南北通透 不临街 看房方便,知春东里,双榆树,3室1厅 ,72.1, 南 北 , 精装 ,6, 1988年 , 板楼,65, 一年前发布,8700000.0,"120,666元/平",VR看装修 房本满五年 
光大家园 中间楼层 采光好 没有遮挡 安静宜居不临街,光大花园,万柳,3室2厅 ,112.57, 西 南 北 , 精装 ,17, 2000年 , 塔楼,6, 5个月以前发布,15500000.0,"137,693元/平",近地铁 VR房源 房本满五年 
小南庄社区 南北通透 户型方正 客厅带阳台 安静不临街,小南庄社区,苏州桥,2室1厅 ,61.3, 南 北 , 精装 ,6, 1994年 , 板楼,21, 9个月以前发布,7500000.0,"122,350元/平",近地铁 VR看装修 房本满五年 
城华园小区 板楼中间层 南北通透大客厅 装修好,城华园,学院路,2室1厅 ,64.95, 南 北 , 简装 ,6, 1996年 , 板楼,57, 一年前发布,6400000.0,"98,538元/平",近地铁 VR看装修 房本满五年 
