东城区二环内 天坛北门 桥湾地铁站 金鱼池西区南北2居,金鱼池西区,天坛,2室1厅 ,61.85, 南 北 , 精装 ,5, 2002年 , 板楼,56, 3个月以前发布,6050000.0,"97,818元/平",近地铁 VR房源 房本满五年 随时看房 
花市枣苑 西向一居室 正对小区,花市枣苑二期,东花市,1室1厅 ,54.75, 西 , 简装 ,19, 2004年 , 塔楼,8, 一年前发布,6000000.0,"109,590元/平",VR看装修 房本满五年 
国瑞城中区商品房满五年 一套住房 看房方便,国瑞城中区,崇文门,4室2厅 ,187.7, 南 北 , 简装 ,11, 2006年 , 板楼,36, 8个月以前发布,22600000.0,"120,405元/平",近地铁 VR房源 房本满五年 
景泰西里东区——新奥洋房（花园洋房社区）,新奥洋房,永定门,6室2厅 ,275.5, 南 西 北 , 简装 ,9, 2005年 , 板塔结合,25, 一年前发布,24600000.0,"89,293元/平",近地铁 VR房源 房本满五年 
花园社区空间布局灵活 中间楼层通透三居室满五唯一,新世界家园,崇文门,3室2厅 ,129.63, 东 西 , 精装 ,12, 2004年 , 板楼,6, 4个月以前发布,18000000.0,"138,857元/平",近地铁 VR房源 房本满五年 
文汇 有车位 东城广渠门区域 商品房 南北通透三居室,丽水湾畔家园,广渠门,3室1厅 ,138.35, 南 北 , 简装 ,21, 2002年 , 板塔结合,63, 10个月以前发布,12900000.0,"93,242元/平",近地铁 VR看装修 房本满五年 
东城广渠门绿景馨园满楼龄新五年唯一，楼层好，无遮挡,绿景馨园,广渠门,3室1厅 ,89.64, 南 北 , 简装 ,6, 2004年 , 板楼,39, 6个月以前发布,9500000.0,"105,980元/平",近地铁 VR看装修 房本满五年 
新世界家园 南北三居室 南北通透 高层 精装修,新世界家园,崇文门,4室2厅 ,175.75, 南 北 , 精装 ,10, 2001年 , 板楼,11, 4个月以前发布,23600000.0,"134,282元/平",VR房源 房本满五年 
金世纪嘉园 忠实里西区 大四居,金世纪嘉园,广渠门,4室2厅 ,305.37, 东 南 北 , 精装 ,21, 2003年 , 塔楼,31, 5个月以前发布,18000000.0,"58,945元/平",VR房源 房本满两年 
新怡家园 南北复式 精装修 满五唯一,新怡家园,崇文门,4室2厅 ,192.58, 南 北 , 精装 ,15, 2007年 , 板楼,40, 一年前发布,27800000.0,"144,356元/平",VR房源 房本满五年 
东花市北里西区 4室2厅 南 北,东花市北里西区,东花市,4室2厅 ,231.77, 南 北 , 精装 ,9, 1996年 , 板楼,10, 5个月以前发布,23000000.0,"99,237元/平",近地铁 VR房源 房本满两年 
房本满五年，业主在京唯一住宅。无遮挡，户型方正,花市枣苑一期,东花市,3室2厅 ,146.06, 西北 , 精装 ,18, 2002年 , 塔楼,22, 11个月以前发布,14400000.0,"98,590元/平",VR看装修 房本满五年 
兴隆都市馨园南北三居复式采光好,兴隆都市馨园,崇文门,3室2厅 ,106.0, 南 北 , 其他 ,7, 2004年 , 板楼,13, 6个月以前发布,9660000.0,"91,133元/平",近地铁 VR房源 房本满五年 
东城区 二环边 南北通透 平层四居,天天家园,永定门,4室2厅 ,192.91, 南 北 , 精装 ,9, 2003年 , 板楼,257, 一年前发布,18490000.0,"95,848元/平",VR看装修 房本满五年 
东城区西南三居室 高楼层无遮挡 双地铁,天天家园,永定门,3室1厅 ,151.93, 西南 , 精装 ,11, 2002年 , 塔楼,156, 一年前发布,12150000.0,"79,972元/平",近地铁 VR房源 房本满五年 
东城区万国城MOMA 方正四居室私家电梯入户,万国城MOMA,东直门,4室2厅 ,303.34, 东南 , 其他 ,26, 2005年 , 板楼,6, 7个月以前发布,48000000.0,"158,239元/平",VR看装修 房本满五年 
广渠门绿景苑小区，前后不临街，东南北四居，三面采光,绿景苑,广渠门,4室1厅 ,174.26, 东 南 北 , 精装 ,14, 1999年 , 板塔结合,15, 5个月以前发布,16500000.0,"94,687元/平",近地铁 VR看装修 房本满五年 
绿景苑 商品房 南北3居  满五唯一  不临街 采光好,绿景苑,广渠门,3室2厅 ,151.08, 南 北 , 简装 ,14, 1999年 , 板塔结合,34, 一年前发布,15780000.0,"104,448元/平",近地铁 VR看装修 房本满五年 
东花市北里+三居南北通透+中间层+户型方正+视野开阔,东花市北里中区,东花市,3室2厅 ,104.47, 南 北 , 简装 ,6, 1995年 , 板楼,37, 6个月以前发布,11390000.0,"109,027元/平",VR房源 房本满五年 
宝润苑 复式 精装修 满五年唯一,宝润苑,东花市,4室1厅 ,220.0, 东 西 , 精装 ,14, 1998年 , 塔楼,26, 一年前发布,17500000.0,"79,546元/平",VR看装修 房本满五年 
自住精装修  满五年唯一  诚意出售,绿景苑,广渠门,3室1厅 ,139.77, 东南 , 精装 ,18, 2002年 , 塔楼,12, 5个月以前发布,14200000.0,"101,596元/平",VR看装修 房本满五年 
东城区二环内，光明楼小区2000年楼龄，南北通透，满五,光明楼,广渠门,3室2厅 ,116.53, 南 北 , 精装 ,7, 2000年 , 板楼,11, 5个月以前发布,13400000.0,"114,992元/平",VR房源 房本满五年 
恒基中心汇豪阁70年产权有位置有采光东南三居,恒基中心,建国门内,3室1厅 ,168.14, 东南 , 简装 ,23, 1997年 , 板塔结合,29, 4个月以前发布,11800000.0,"70,180元/平",近地铁 VR房源 房本满五年 
鸿安国际大厦  商品房  东西通透4居 户型方正,鸿安国际大厦,金宝街,4室2厅 ,242.45, 东 西 , 精装 ,12, 2004年 , 板塔结合,1, 5个月以前发布,19980000.0,"82,409元/平",VR看装修 房本满五年 
水上华城 东西三居室 满五年唯一,水上华城,广渠门,3室2厅 ,144.43, 东 西 , 精装 ,20, 2005年 , 板楼,5, 3个月以前发布,16900000.0,"117,012元/平",VR房源 房本满五年 
富贵园一区南北大复式，小区中间位置带产权车位。,富贵园一区,东花市,4室2厅 ,253.76, 南 北 , 精装 ,11, 2003年 , 板楼,37, 8个月以前发布,27900000.0,"109,947元/平",近地铁 VR房源 房本满五年 
2006年商品房 6层板楼 带电梯 满五唯一 一梯两户,富贵园四区,东花市,3室2厅 ,135.4, 南 北 , 精装 ,6, 2006年 , 板楼,22, 7个月以前发布,18000000.0,"132,940元/平",近地铁 VR房源 房本满两年 
东花市北里西区绿荫清幽宜居平层四居电梯房,东花市北里西区,东花市,4室3厅 ,257.78, 南 北 , 其他 ,9, 1996年 , 板楼,30, 5个月以前发布,22500000.0,"87,284元/平",近地铁 VR看装修 房本满五年 
本家润园全南三居室  2005年建成花园社区。有电梯。,本家润园C区,东花市,3室1厅 ,88.18, 南 , 简装 ,18, 2005年 , 板塔结合,11, 4个月以前发布,10500000.0,"119,075元/平",近地铁 VR看装修 房本满五年 
东城区 正规三居室 东南向  采光视野好,宝华家园,永定门,3室1厅 ,130.57, 东南 , 精装 ,21, 2000年 , 塔楼,30, 一年前发布,9800000.0,"75,056元/平",VR看装修 房本满五年 
国瑞城中区商品房满五年 一套住房 看房方便,国瑞城中区,崇文门,4室2厅 ,187.7, 南 北 , 简装 ,11, 2006年 , 板楼,36, 8个月以前发布,22600000.0,"120,405元/平",近地铁 VR房源 房本满五年 
花市枣苑东南角三居室，满五唯一，温泉入户！,花市枣苑二期,东花市,3室2厅 ,172.58, 东 南 , 简装 ,17, 2004年 , 塔楼,9, 4个月以前发布,18800000.0,"108,935元/平",近地铁 VR看装修 房本满五年 
花市枣苑 西向一居室 正对小区,花市枣苑二期,东花市,1室1厅 ,54.75, 西 , 简装 ,19, 2004年 , 塔楼,8, 一年前发布,6000000.0,"109,590元/平",VR看装修 房本满五年 
国瑞城中区 高层南北四居室 带车位 视野开阔,国瑞城中区,崇文门,4室2厅 ,187.38, 南 北 , 简装 ,15, 2006年 , 板楼,29, 10个月以前发布,25600000.0,"136,621元/平",VR看装修 房本满五年 
富贵园一区，南北通透3居2卫，无遮挡视野棒，有车位,富贵园一区,东花市,3室2厅 ,160.17, 南 北 , 简装 ,9, 2003年 , 板楼,16, 5个月以前发布,24000000.0,"149,841元/平",近地铁 VR房源 房本满五年 
东花市 文汇 商品房 满五唯一 带车位 视野好 南北向,京城仁合,广渠门,2室1厅 ,114.51, 东南 北 , 其他 ,16, 2004年 , 板塔结合,23, 5个月以前发布,11400000.0,"99,555元/平",VR房源 房本满五年 
中海紫御公馆 全南两居室 面朝小区花园 新风系统,中海紫御公馆,陶然亭,2室2厅 ,91.86, 南 , 精装 ,22, 2010年 , 板塔结合,12, 4个月以前发布,11900000.0,"129,545元/平",VR看装修 房本满两年 
格局方正没有浪费面积高楼层采光好，无遮挡，单价低。,宝润苑,东花市,4室3厅 ,266.93, 东 西 , 精装 ,14, 1999年 , 塔楼,8, 6个月以前发布,19980000.0,"74,852元/平",VR房源 房本满五年 
东城二环边大3居 正对小区花园 高层带电梯 满五年唯一,天天家园,永定门,3室2厅 ,157.05, 东 北 , 简装 ,11, 2001年 , 塔楼,41, 8个月以前发布,10800000.0,"68,768元/平",近地铁 VR房源 房本满五年 
富贵园一区属于板楼洋房，房子在小区中间，前后对花园,富贵园一区,东花市,4室2厅 ,232.02, 南 北 , 简装 ,11, 2003年 , 板楼,7, 6个月以前发布,24390000.0,"105,121元/平",近地铁 VR房源 房本满五年 
高层景观房，西望西山，无遮挡不临街，拎包入住,海晟名苑南区,工体,3室1厅 ,141.45, 东 西 , 精装 ,22, 2003年 , 板塔结合,11, 5个月以前发布,21500000.0,"151,998元/平",近地铁 VR房源 房本满两年 
聚龙花园东向两居室，格局灵活。视野好采光佳,聚龙花园,工体,2室1厅 ,127.31, 东 , 精装 ,14, 1996年 , 塔楼,26, 5个月以前发布,10200000.0,"80,120元/平",VR房源 房本满五年 
东城 东直门 高楼层 东南向 三居室,东方银座,东直门,3室1厅 ,164.75, 东南 , 精装 ,25, 2003年 , 塔楼,14, 4个月以前发布,13900000.0,"84,371元/平",近地铁 VR房源 房本满两年 
婚房装修 西南角 高楼层 视野宽阔 采光充足 交通便利,富贵园二区,东花市,3室2厅 ,104.27, 西南 , 精装 ,18, 2003年 , 塔楼,63, 一年前发布,11800000.0,"113,168元/平",近地铁 VR看装修 房本满五年 
此房户型方正格局合理，中间楼层俯瞰小区中间花园,本家润园一期,东花市,3室2厅 ,163.25, 南 北 , 精装 ,11, 2005年 , 板楼,29, 5个月以前发布,23600000.0,"144,564元/平",VR看装修 房本满五年 
北二环内 安交板块 方家 官书院 商品房小区 环境好,官书院,安定门,5室3厅 ,177.83, 南 北 , 精装 ,6, 1998年 , 板楼,28, 5个月以前发布,20000000.0,"112,467元/平",近地铁 VR房源 房本满五年 
东城区 05年小区 正规三居室 无遮挡 五年唯一带大阳台,景泰西里西区,永定门,3室2厅 ,110.02, 东 , 简装 ,11, 2005年 , 板塔结合,42, 10个月以前发布,7990000.0,"72,624元/平",近地铁 VR房源 房本满五年 
花市枣苑一期  东南把角户型 采光好 无遮挡,花市枣苑一期,东花市,6室2厅 ,261.5, 东南 , 简装 ,18, 2001年 , 塔楼,167, 5个月以前发布,18400000.0,"70,364元/平",近地铁 VR房源 房本满五年 
东城区 2005年商品房 复式四居,新奥洋房,永定门,4室2厅 ,163.82, 东 南 北 , 简装 ,11, 2005年 , 板楼,178, 一年前发布,13500000.0,"82,408元/平",近地铁 VR房源 房本满五年 
恒基中心 3室2厅 西北,恒基中心,建国门内,3室2厅 ,168.41, 西北 , 精装 ,23, 1997年 , 板塔结合,24, 6个月以前发布,10300000.0,"61,161元/平",近地铁 VR房源 房本满五年 
国瑞城公寓 东南三居室 精装修100万+ 高层视野开阔,国瑞城西区,崇文门,3室2厅 ,251.13, 东南 , 精装 ,16, 2009年 , 塔楼,5, 5个月以前发布,22000000.0,"87,605元/平",VR房源 房本满五年 
富贵园 南北三居 中楼层  户型方正 精装修,富贵园四区,东花市,3室2厅 ,134.87, 南 北 , 精装 ,12, 2006年 , 板楼,23, 10个月以前发布,18350000.0,"136,057元/平",VR看装修 房本满五年 
龙潭湖畔 左安浦园大4居复式 满五唯一诚心出售,左安浦园,左安门,4室2厅 ,204.1, 东南 , 精装 ,18, 2004年 , 板楼,30, 一年前发布,17500000.0,"85,743元/平",VR房源 房本满五年 
聚龙花园 西南两居室 满五年唯一,聚龙花园,工体,3室2厅 ,170.38, 西南 , 简装 ,12, 1996年 , 塔楼,11, 6个月以前发布,12600000.0,"73,953元/平",VR房源 房本满五年 
二环里东城近龙潭湖左安漪园电梯刷卡入户改善型4居室,左安漪园,左安门,4室2厅 ,373.34, 东 南 北 , 精装 ,17, 2004年 , 板楼,95, 一年前发布,27900000.0,"74,731元/平",近地铁 VR房源 房本满五年 
富贵园一区 西南两居 户型方正 采光好 大面宽！,富贵园一区,东花市,2室1厅 ,87.32, 西南 , 简装 ,9, 2003年 , 板楼,15, 5个月以前发布,13250000.0,"151,741元/平",近地铁 VR房源 房本满两年 
商品房有电梯，小区人车分流，诚心出售,宝润苑,东花市,4室1厅 ,210.72, 东 西 , 精装 ,14, 1999年 , 塔楼,4, 9个月以前发布,17500000.0,"83,049元/平",VR房源 房本满五年 
唯一板楼单元，精装修，南北通透，满五唯一,花市枣苑三期,东花市,3室1厅 ,138.55, 南 北 , 精装 ,12, 2005年 , 板塔结合,32, 4个月以前发布,18300000.0,"132,083元/平",VR看装修 房本满两年 
东城区胡家园26号院 独立门院和物业 业主诚售,胡家园26号院,东直门,3室2厅 ,121.63, 东 西 , 简装 ,6, 2015年 , 板楼,40, 6个月以前发布,9950000.0,"81,806元/平",VR房源 房本满两年 
梵悦万国府，东城区，东直门，高力国际物业，管理好,梵悦万国府,东直门,3室2厅 ,196.6, 西北 , 精装 ,32, 2002年 , 塔楼,107, 一年前发布,24500000.0,"124,619元/平",VR房源 房本满两年 
贡院九号 商品房 精装修 高品质住宅,贡院九号,建国门内,3室1厅 ,150.1, 东北 , 精装 ,18, 2000年 , 板塔结合,31, 7个月以前发布,16300000.0,"108,595元/平",近地铁 VR房源 房本满五年 
幸福家园三期经典大四居室，不临街，无遮挡，采光充足,幸福家园三期,广渠门,4室2厅 ,198.34, 东 南 西 , 精装 ,18, 2005年 , 塔楼,20, 3个月以前发布,22000000.0,"110,921元/平",近地铁 VR房源 房本满五年 
新世界中心百万装修3居 拎包入住,新世界中心,崇文门,3室1厅 ,210.03, 南 西 , 精装 ,16, 1995年 , 塔楼,16, 一年前发布,15980000.0,"76,085元/平",VR房源 房本满两年 
和平里五区 一层满五家庭名下一套住房,和平里五区,和平里,2室1厅 ,51.56, 南 北 , 简装 ,6, 1996年 , 板楼,20, 9个月以前发布,7000000.0,"135,765元/平",近地铁 VR看装修 房本满五年 随时看房 
总监推荐，落地窗，管理好，东城房本，南北花园,安贞苑50号院,安贞,2室1厅 ,88.95, 南 北 , 简装 ,6, 2000年 , 板楼,22, 4个月以前发布,10500000.0,"118,044元/平",近地铁 VR看装修 房本满五年 随时看房 
聚焦主推！东单协和 金宝街【社科院】电梯直达2居室！,建国门北大街,建国门内,2室1厅 ,75.1, 东南 , 精装 ,17, 1988年 , 塔楼,63, 6个月以前发布,7990000.0,"106,392元/平",近地铁 VR看装修 房本满五年 随时看房 
富贵园一区精致南北两居室视野采光好随时可签,富贵园一区,东花市,2室1厅 ,87.95, 南 北 , 精装 ,9, 2004年 , 板楼,36, 10个月以前发布,12000000.0,"136,442元/平",VR看装修 房本满五年 随时看房 
商品房，满五年，有电梯，东西通透无遮挡，小区可停车,朝阳门南小街,朝阳门内,3室1厅 ,85.17, 东 西 , 简装 ,14, 2003年 , 板塔结合,23, 8个月以前发布,9600000.0,"112,716元/平",近地铁 VR看装修 房本满五年 随时看房 
东城永定门 西南两居室 满五年唯一 双地铁 无抵押,望陶园小区,永定门,2室1厅 ,89.66, 西南 , 简装 ,18, 2001年 , 塔楼,86, 9个月以前发布,6300000.0,"70,266元/平",近地铁 VR看装修 房本满五年 随时看房 
安交新上 双南向两居室 采光好 看房方便 随时签约,朗家胡同24号院,安定门,2室1厅 ,53.6, 南 , 简装 ,6, 1977年 , 板楼,11, 5个月以前发布,6900000.0,"128,732元/平",近地铁 VR房源 房本满五年 
和平里 满五年 带电梯 楼层高  南北通透 采光好,和平里一区,和平里,2室1厅 ,64.36, 南 北 , 简装 ,11, 1990年 , 板楼,22, 4个月以前发布,7400000.0,"114,979元/平",近地铁 VR房源 房本满两年 随时看房 
崇文门太华公寓南向一居诚意出售有钥匙,太华公寓,崇文门,1室1厅 ,107.22, 南 , 其他 ,17, 2000年 , 塔楼,6, 5个月以前发布,7750000.0,"72,282元/平",VR房源 房本满五年 随时看房 
新景家园东区 商品大两居室 采光好 无遮挡 精装修,新景家园东区,崇文门,2室1厅 ,85.25, 东 西 , 精装 ,13, 2005年 , 板楼,21, 5个月以前发布,9400000.0,"110,264元/平",VR看装修 房本满五年 随时看房 
华德公寓 南北通透 两室两卫 带露天落地大阳台,华德公寓,东花市,2室2厅 ,125.59, 南 北 , 简装 ,7, 1996年 , 板楼,5, 5个月以前发布,12800000.0,"101,919元/平",VR看装修 房本满五年 随时看房 
二环内，东南两居室，高层视野好，带电梯，无遮挡,建国门北大街,建国门内,2室1厅 ,69.71, 东南 , 精装 ,17, 1990年 , 塔楼,5, 3个月以前发布,7900000.0,"113,327元/平",VR看装修 房本满五年 随时看房 
法华南里低层一居室 不临街 满五年 有装修诚信出售,法华南里,崇文门,1室1厅 ,47.56, 西 , 简装 ,6, 1994年 , 板楼,10, 4个月以前发布,4600000.0,"96,720元/平",近地铁 VR看装修 房本满五年 随时看房 
东城天坛商品房 3居带电梯 采光好 双地铁 满五年唯一,天天家园,永定门,3室1厅 ,129.15, 西北 , 简装 ,11, 2002年 , 塔楼,68, 5个月以前发布,7790000.0,"60,318元/平",近地铁 VR房源 房本满五年 随时看房 
楼层好视野宽阔采光充足配套设施齐全交通便利,金鱼池东区,天坛,2室1厅 ,55.51, 南 北 , 简装 ,5, 2003年 , 板楼,24, 5个月以前发布,3390000.0,"61,071元/平",近地铁 VR看装修 房本满五年 随时看房 
